"key","context","status","comment","en-US","de-DE","es-419","fr-FR","it-IT","ja-JP","ko-KR","pt-BR","ru-RU","zh-CN","screenshotable","batch","test_name","en-US_screenshot","de-DE_screenshot","es-419_screenshot","fr-FR_screenshot","it-IT_screenshot","ja-JP_screenshot","ko-KR_screenshot","pt-BR_screenshot","ru-RU_screenshot","zh-CN_screenshot"
"pl_English_UK228192618","this is in a list of languages that Rosetta Stone software teaches","verified","","English (UK)","Englisch (Britisch)","Inglés (R.U.)","Anglais (Royaume-Uni)","Inglese (UK)","英語 (イギリス)","영어(영국)","Inglês (Reino Unido)","Английский (Великобритания)","英式英语","no","1","","","","","","","","","","",""
"pl_English_US228733810","this is in a list of languages that Rosetta Stone software teaches","verified","","English (US)","Englisch (USA)","Inglés (EE.UU.)","Anglais (États-Unis)","Inglese (USA)","英語 (アメリカ)","영어(미국)","Inglês (EUA)","Английский (США)","美式英语","no","1","","","","","","","","","","",""
"pl_English_US_Automotive110260458","this is in a list of languages that Rosetta Stone software teaches","verified","","English (US) Automotive","Englisch (USA) Automobil","Inglés (EE.UU.) Ind. Automotriz","Anglais (États-Unis) Automotive","Inglese (USA) Automotive","英語 (アメリカ) (自動車関連)","영어(미국) 자동차","Inglês (EUA) automotivo","Английский (США) Automotive","美式英语 – 自动发音","no","1","","","","","","","","","","",""
"pl_English_US_Vergara419173165","this is in a list of languages that Rosetta Stone software teaches","verified","","English (US) Vergara","Englisch (USA) Vergara","Inglés (EE.UU.) Vergara","Anglais (États-Unis) Vergara","English (US) Vergara","英語 (アメリカ) (ベルガラ)","영어(미국) 베르가라","Inglês (EUA) Vergara","Английский (США) Vergara","美式英语 – 无声","no","1","","","","","","","","","","",""
"pl_English__US626956010","this is in a list of languages that Rosetta Stone software teaches","verified","","English - US","Englisch - USA","Inglés de EE.UU.","Anglais - États-Unis","Inglese - USA","英語 - アメリカ","영어 - 미국","Inglês (EUA)","Английский – США","美式英语","no","1","","","","","","","","","","",""
"pl_Farsi273711229","this is in a list of languages that Rosetta Stone software teaches","verified","","Farsi","Farsi","Persa","Farsi","Farsi","ファルシ語","페르시아어","Farsi","Фарси","波斯语","no","1","","","","","","","","","","",""
"pl_Filipino_Tagalog687280263","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Filipino (Tagalog)","Philippinisch (Tagalog)","Filipino (Tagalo)","Filipino (Tagalog)","Filippino (Tagalog)","フィリピン語 (タガログ語)","필리핀어(타갈로그어)","Filipino (Tagalo)","Филиппинский (тагальский)","菲律宾语 (他加禄语)","no","1","","","","","","","","","","",""
"pl_French533980333","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","French","Französisch","Francés","Français","Francese","フランス語","프랑스어","Francês","Французский","法语","no","1","","","","","","","","","","",""
"pl_German542354433","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","German","Deutsch","Alemán","Allemand","Tedesco","ドイツ語","독일어","Alemão","Немецкий","德语","no","1","","","","","","","","","","",""
"pl_Greek1052658092","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Greek","Griechisch","Griego","Grec","Greco","ギリシャ語","그리스어","Grego","Греческий","希腊语","no","1","","","","","","","","","","",""
"pl_Hebrew292013302","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Hebrew","Hebräisch","Hebreo","Hébreu","Ebraico","ヘブライ語","히브리어","Hebraico","Иврит","希伯来语","no","1","","","","","","","","","","",""
"pl_Hindi376978982","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Hindi","Hindi","Hindi","Hindi","Hindi","ヒンディー語","힌디어","Híndi","Хинди","北印度语","no","1","","","","","","","","","","",""
"pl_Indonesian965819803","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Indonesian","Indonesisch","Indonesio","Indonésien","Indonesiano","インドネシア語","인도네시아어","Indonésio","Индонезийский","印度尼西亚语","no","1","","","","","","","","","","",""
"pl_Inupiaq889405201","this is in a list of languages that Rosetta Stone software teaches","verified","","Inupiaq","Inupiaq","Inupiaq","Inupiaq","Inupiaq","イヌピアック語","이누피아크어","Inupiaq","Инупиак","依奴皮维克语","no","1","","","","","","","","","","",""
"pl_Inuttitut907761204","this is in a list of languages that Rosetta Stone software teaches","verified","","Inuttitut","Inuttitut","Inuttitut","Inuttitut","Inuttitut","イヌクティトゥット語","이누이트어","Inuttitut","Инуктитут","因纽特语","no","1","","","","","","","","","","",""
"pl_Irish856932068","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Irish","Irisch","Irlandés","Irlandais","Irlandese","アイルランド語","아일랜드어","Irlandês","Ирландский","爱尔兰语","no","1","","","","","","","","","","",""
"pl_Italian761173052","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Italian","Italienisch","Italiano","Italien","Italiano","イタリア語","이탈리아어","Italiano","Итальянский","意大利语","no","1","","","","","","","","","","",""
"pl_Iupiaq_North_Slope266EBF77","TRANSLATORS: IGNORE THIS ROW. this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Iñupiaq (North Slope)","Iñupiaq (North Slope)","Iñupiaq (North Slope)","Iñupiaq (North Slope)","Iñupiaq (North Slope)","Iñupiaq (North Slope)","Iñupiaq (North Slope)","Iñupiaq (North Slope)","","Iñupiaq (North Slope)","no","1","","","","","","","","","","",""
"pl_Japanese389742226","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Japanese","Japanisch","Japonés","Japonais","Giapponese","日本語","일본어","Japonês","Японский","日语","no","1","","","","","","","","","","",""
"pl_Kalaalisut1043304145","this is in a list of languages that Rosetta Stone software teaches","verified","","Kalaalisut","Kalaallisut (Grönländisch)","Kalaalisut","Kalaalisut","Kalaalisut","カラーリット語","그린란드어","Kalaalisut","Гренландский","喀拉哈里语","no","1","","","","","","","","","","",""
"pl_Korean611780363","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Korean","Koreanisch","Coreano","Coréen","Coreano","韓国語","한국어","Coreano","Корейский","韩语","no","1","","","","","","","","","","",""
"pl_Latin82819279","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Latin","Latein","Latín","Latin","Latino","ラテン語","라틴어","Latim","Латинский","拉丁语","no","1","","","","","","","","","","",""
"pl_Luxembourgish1072140344","this is in a list of languages that Rosetta Stone software teaches","verified","","Luxembourgish","Luxemburgisch","Luxemburgués","Luxembourgeois","Lussemburghese","ルクセンブルグ語","룩셈부르크어","Luxemburguês","Люксембургский","卢森堡语","no","1","","","","","","","","","","",""
"pl_Miccosukee344264560","this is in a list of languages that Rosetta Stone software teaches","verified","","Miccosukee","Mikasuki","Miccosukee","Miccosukee","Miccosukee","ミカスキ語","미코수키어","Miccosukee","Микасуки","米科苏基语","no","1","","","","","","","","","","",""
"pl_Military_Arabic690847342","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Arabic | Military","Arabisch | Militär","Árabe | Militar","Arabe | Militaire","Arabo | Militare","アラビア語 (軍用)","군용 아랍어","Árabe Militar","Арабский военный","军用阿拉伯语","no","1","","","","","","","","","","",""
"pl_Military_Arabic_Iraq1CCC5020","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Arabic (Iraq) | Military","Arabisch (Irak) | Militär","Árabe (Iraq) | Militar","Arabe (Irak) | Militaire","Arabo (Iraq) | Militare","アラビア語 (イラク) (軍用)","아랍어(이라크) | 군용","Árabe (Iraque) Militar","Арабский (Ирак) | Военный","阿拉伯语（伊拉克）| 军事","no","1","","","","","","","","","","",""
"pl_Military_Dari6403E68D","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Dari | Military","Dari | Militär","Dari | Militar","Dari | Militaire","Dari | Militare","ダリー語 (軍用)","다리어","Dari | Militar","Дари | Военный","达里语","no","1","","","","","","","","","","",""
"pl_Military_Indonesian911C6E4C","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Indonesian | Military","Indonesisch | Militär","Indonesio | Militar","Indonésien | Militaire","Indonesiano | Militare","インドネシア語 (軍用)","인도네시아어","Indonésio Militar","Индонезийский | Военный","印度尼西亚语","no","1","","","","","","","","","","",""
"pl_Military_Pashto31FA5A53","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Pashto | Military","Pashto | Militär","Pashto | Militar","Pashtoun | Militaire","Pashto | Militare","パシュトー語 (軍用)","파슈토어","Pachto | Militar","Пашто | Военный","普什图语","no","1","","","","","","","","","","",""
"pl_Military_SwahiliD5AB907C","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Swahili | Military","Swahili | Militär","Swahili | Militar","Swahili | Militaire","Swahil | Militare","スワヒリ語 (軍用)","스와힐리어 | 군용","Suaíle Militar","Суахили | Военный","斯瓦希里语 | 军事","no","1","","","","","","","","","","",""
"pl_Military_Urdu9A5F22C6","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Urdu | Military","Urdu | Militär","Urdu | Militar","Urdu | Militaire","Urdu | Militare","ウルドゥー語 (軍用)","우르두어 | 군용","Urdu | Militar","Урду | Военный","乌尔都语 | 军事","no","1","","","","","","","","","","",""
"pl_Mohawk931458675","this is in a list of languages that Rosetta Stone software teaches","verified","","Mohawk","Mohawk","Mohawk","Mohawk","Mohawk","モホーク語","모호크어","Mohawk","Мохокский","摩霍克语","no","1","","","","","","","","","","",""
"pl_Navajo560664987","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Navajo","Navajo","Navajo","Navajo","Navajo","Navajo","Navajo","Navajo","Navajo","Navajo","no","1","","","","","","","","","","",""
"pl_Pashto1026697517","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Pashto","Pashto","Pashto","Pashtoun","Pashto","パシュトー語","파슈토어","Pachto","Пушту","普什图语","no","1","","","","","","","","","","",""
"pl_Persian_Farsi185972354","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Persian (Farsi)","Persisch (Farsi)","Persa (Farsi)","Persan (Farsi)","Persiano (Farsi)","ペルシア語 (ファルシ語)","이란어(페르시아어)","Persa (farsi)","Персидский (фарси)","波斯语(法尔西语)","no","1","","","","","","","","","","",""
"pl_Polish940980035","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Polish","Polnisch","Polaco","Polonais","Polacco","ポーランド語","폴란드어","Polonês","Польский","波兰语","no","1","","","","","","","","","","",""
"pl_Portuguese84996506","this is in a list of languages that Rosetta Stone software teaches","verified","","Portuguese","Portugiesisch","Portugués","Portugais","Portoghese","ポルトガル語","포르투갈어","Português","Португальский","葡萄牙语","no","1","","","","","","","","","","",""
"pl_Portuguese_Brazil279796935","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Portuguese (Brazil)","Portugiesisch (Brasilien)","Portugués (Brasil)","Portugais (Brésil)","Portoghese (Brasile)","ポルトガル語 (ブラジル)","포르투갈어(브라질)","Português (Brasil)","Португальский (бразильский)","葡萄牙语(巴西)","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_Chinese_Mandarin934589464","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: Chinese (Mandarin)","Ausgabe für öffentliche Bibliotheken: Chinesisch (Mandarin)","Public Library Edition: Chino (Mandarín)","Public Library Edition : Chinois (Mandarin)","Public Library Edition: Cinese (Mandarino)","パブリック ライブラリ エディション:  中国語 (マンダリン)","공공 도서관 버전: 중국어(만다린)","Public Library Edition: chinês (mandarim)","Издание публичной библиотеки: Китайский (мандаринский диалект)","公共图书馆版： 中文（简体）","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_English_UK926935149","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: English (UK)","Ausgabe für öffentliche Bibliotheken: Englisch (Britisch)","Public Library Edition: Inglés (R.U.)","Public Library Edition : Anglais (Royaume-Uni)","Public Library Edition: Inglese (UK)","パブリック ライブラリ エディション:  英語 (イギリス)","공공 도서관 버전: 영어(영국)","Public Library Edition: inglês (Reino Unido)","Издание публичной библиотеки: Английский (Великобритания)","公共图书馆版： 英式英语","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_English_US926393958","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: English (US)","Ausgabe für öffentliche Bibliotheken: Englisch (USA)","Public Library Edition: Inglés (EE.UU.)","Public Library Edition : Anglais (États-Unis)","Public Library Edition: Inglese (USA)","パブリック ライブラリ エディション:  英語 (アメリカ)","공공 도서관 버전: 영어(미국)","Public Library Edition: inglês (EUA)","Издание публичной библиотеки: Английский (США)","公共图书馆版： 美式英语","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_French186002980","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: French","Ausgabe für öffentliche Bibliotheken: Französisch","Public Library Edition: Francés","Public Library Edition : Français","Public Library Edition: Francese","パブリック ライブラリ エディション:  フランス語","공공 도서관 버전: 프랑스어","Public Library Edition: francês","Издание публичной библиотеки: Французский","公共图书馆版： 法语","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_German194377081","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: German","Ausgabe für öffentliche Bibliotheken: Deutsch","Public Library Edition: Alemán","Public Library Edition : Allemand","Public Library Edition: Tedesco","パブリック ライブラリ エディション:  ドイツ語","공공 도서관 버전: 독일어","Public Library Edition: alemão","Издание публичной библиотеки: Немецкий","公共图书馆版： 德语","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_Greek1042361619","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: Greek","Ausgabe für öffentliche Bibliotheken: Griechisch","Public Library Edition: Griego","Public Library Edition : Grec","Public Library Edition: Greco","パブリック ライブラリ エディション:  ギリシャ語","공공 도서관 버전: 그리스어","Public Library Edition: grego","Издание публичной библиотеки: Греческий","公共图书馆版： 希腊语","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_Italian157892669","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: Italian","Ausgabe für öffentliche Bibliotheken: Italienisch","Public Library Edition: Italiano","Public Library Edition : Italien","Public Library Edition: Italiano","パブリック ライブラリ エディション:  イタリア語","공공 도서관 버전: 이탈리아어","Public Library Edition: italiano","Издание публичной библиотеки: Итальянский","公共图书馆版： 意大利语","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_Russian501469199","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: Russian","Ausgabe für öffentliche Bibliotheken: Russisch","Public Library Edition: Ruso","Public Library Edition : Russe","Public Library Edition: Russo","パブリック ライブラリ エディション:  ロシア語","공공 도서관 버전: 러시아어","Public Library Edition: russo","Издание публичной библиотеки: Русский","公共图书馆版： 俄语","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_Spanish_Latin_America344510716","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: Spanish (Latin America)","Ausgabe für öffentliche Bibliotheken: Spanisch (Lateinamerika)","Public Library Edition: Español (América Latina)","Public Library Edition : Espagnol (Amérique latine)","Public Library Edition: Spagnolo (America Latina)","パブリック ライブラリ エディション:  スペイン語 (ラテンアメリカ)","공공 도서관 버전: 스페인어(라틴 아메리카)","Public Library Edition: espanhol (América Latina)","Издание публичной библиотеки: Испанский (Латинская Америка)","公共图书馆版： 西班牙语（拉丁美洲）","no","1","","","","","","","","","","",""
"pl_Public_Library_Edition_Spanish_Spain844499722","this is in a list of languages that Rosetta Stone software teaches","verified","","Public Library Edition: Spanish (Spain)","Ausgabe für öffentliche Bibliotheken: Spanisch (Spanien)","Public Library Edition: Español (España)","Public Library Edition : Espagnol (Espagne)","Public Library Edition: Spagnolo (Spagna)","パブリック ライブラリ エディション:  スペイン語 (スペイン)","공공 도서관 버전: 스페인어(스페인)","Public Library Edition: espanhol (Espanha)","Издание публичной библиотеки: Испанский (Испания)","公共图书馆版： 西班牙语（西班牙）","no","1","","","","","","","","","","",""
"pl_Russian592731001","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Russian","Russisch","Ruso","Russe","Russo","ロシア語","러시아어","Russo","Русский","俄语","no","1","","","","","","","","","","",""
"pl_Spanish_Automotive972513567","this is in a list of languages that Rosetta Stone software teaches","verified","","Spanish Automotive","Spanisch Automobil","Español Ind. Automotriz","Espagnol Automotive","Spagnolo Automotive","スペイン語 (自動車関連)","스페인어 자동차","Espanhol automotivo","Испанский Automotive","西班牙语 – 自动发音","no","1","","","","","","","","","","",""
"pl_Spanish_Latin_America960560516","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Spanish (Latin America)","Spanisch (Lateinamerika)","Español (Latinoamérica)","Espagnol (Amérique latine)","Spagnolo (America Latina)","スペイン語 (ラテンアメリカ)","스페인어(라틴 아메리카)","Espanhol (América Latina)","Испанский (Латинская Америка)","西班牙语(拉丁美洲)","no","1","","","","","","","","","","",""
"pl_Spanish_Spain45261054","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Spanish (Spain)","Spanisch (Spanien)","Español (España)","Espagnol (Espagne)","Spagnolo (Spagna)","スペイン語 (スペイン)","스페인어(스페인)","Espanhol (Espanha)","Испанский (Испания)","西班牙语(西班牙)","no","1","","","","","","","","","","",""
"pl_Spanish_Vergara677875473","this is in a list of languages that Rosetta Stone software teaches","verified","","Spanish Vergara","Spanish Vergara","Español Vergara","Espagnol Vergara","Spagnolo Vergara","スペイン語 (ベルガラ)","스페인어 베르가라","Espanhol Vergara","Испанский Vergara","西班牙语 - 无声","no","1","","","","","","","","","","",""
"pl_Swahili313645658","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Swahili","Swahili","Swahili","Swahili","Swahili","スワヒリ語","스와힐리어","Suaíle","Суахили","斯瓦希里语","no","1","","","","","","","","","","",""
"pl_Swedish352583952","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Swedish","Schwedisch","Sueco","Suédois","Svedese","スウェーデン語","스웨덴어","Sueco","Шведский","瑞典语","no","1","","","","","","","","","","",""
"pl_Tagalog697191499","this is in a list of languages that Rosetta Stone software teaches","verified","","Tagalog","Tagalog","Tagalo (Filipino)","Tagalog","Tagalog","タガログ語","타갈로그어","Tagalo","Тагальский","塔加洛语","no","1","","","","","","","","","","",""
"pl_Thai74284426","this is in a list of languages that Rosetta Stone software teaches","verified","","Thai","Thai","Tailandés","Thaï","Thai","タイ語","태국어","Tailandês","Тайский","泰语","no","1","","","","","","","","","","",""
"pl_Turkish795686692","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Turkish","Türkisch","Turco","Turc","Turco","トルコ語","터키어","Turco","Турецкий","土耳其语","no","1","","","","","","","","","","",""
"pl_Urdu1465605523","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Urdu","Urdu","Urdu","Urdu","Urdu","ウルドゥー語","우르두어","Urdu","Урду","乌尔都语","no","1","","","","","","","","","","",""
"pl_Vietnamese841604876","this is in a list of languages that Rosetta Stone software teaches","verified","Taken from Course locale files","Vietnamese","Vietnamesisch","Vietnamita","Vietnamien","Vietnamita","ベトナム語","베트남어","Vietnamita","Вьетнамский","越南语","no","1","","","","","","","","","","",""
"pl_Welsh592936497","this is in a list of languages that Rosetta Stone software teaches","verified","","Welsh","Walisisch","Galés","Gallois","Gallese","ウェールズ語","웰시어","Galês","Валлийский","威尔士语","no","1","","","","","","","","","","",""
